datetime,temperature_celsius,wind_kph,cloud,humidity,precip_mm
01-01-2019,25.7,12.6,37,62,0
02-01-2019,26,14,79,69,0.9
03-01-2019,24.5,13,78,92,4
04-01-2019,23.6,12.2,73,82,3.7
05-01-2019,23.9,14,66,77,1.2
06-01-2019,23.6,16.6,71,87,1.6
07-01-2019,23.6,15.5,64,96,14.8
08-01-2019,23.8,14.8,58,94,7.7
09-01-2019,23.8,15.8,19,86,0.1
10-01-2019,24.2,10.4,34,79,0
11-01-2019,25.1,7.2,23,75,0
12-01-2019,24.3,9.4,44,84,0.3
13-01-2019,24.5,12.6,48,73,0.2
14-01-2019,23.9,12.6,48,73,0.2
15-01-2019,23.6,10.8,32,72,0.2
16-01-2019,24.5,10.1,33,62,0
17-01-2019,24.9,9.4,14,56,0
18-01-2019,24.3,9.7,0,51,0
19-01-2019,24.2,9.7,0,55,0
20-01-2019,24.9,10.4,1,61,0
21-01-2019,25.4,14.8,5,67,0
22-01-2019,26.2,17.3,19,63,0
23-01-2019,26,16.2,10,59,0
24-01-2019,26,15.1,2,58,0
25-01-2019,26,11.5,1,63,0
26-01-2019,26.2,9.7,24,64,0
27-01-2019,26,13.3,67,66,0
28-01-2019,25.3,11.9,89,68,0
29-01-2019,25.2,11.9,8,67,0
30-01-2019,25.4,13.3,58,68,0
31-01-2019,26,12.6,95,66,0
01-02-2019,25.5,10.4,99,69,0
02-02-2019,25.4,11.9,99,67,0
03-02-2019,25.2,13,90,66,0
04-02-2019,26.3,13,4,62,0
05-02-2019,26.5,14,11,65,0.2
06-02-2019,26.4,12.2,8,66,0.1
07-02-2019,26.6,9.7,9,66,0
08-02-2019,27,8.6,9,64,0
09-02-2019,26.5,12.6,1,61,0
10-02-2019,26.6,13.7,7,58,0
11-02-2019,26.7,14.4,38,59,0
12-02-2019,27.1,9,8,47,0
13-02-2019,27.6,12.2,1,58,0
14-02-2019,27,16.6,7,71,3.6
15-02-2019,24.4,9.7,6,70,2.8
16-02-2019,25.2,10.4,0,28,0
17-02-2019,26.4,10.8,0,48,0.2
18-02-2019,26.9,16.6,3,62,0.1
19-02-2019,26.3,13,16,72,1.6
20-02-2019,27.9,13.3,10,65,0
21-02-2019,28.1,15.1,11,64,0
22-02-2019,29,12.6,0,56,0
23-02-2019,30.5,6.1,0,45,0
24-02-2019,30,11.9,0,53,0
25-02-2019,29.4,13.7,25,57,0
26-02-2019,29.3,12.6,0,54,0
27-02-2019,29.1,14.8,1,56,0
28-02-2019,28.7,16.2,0,60,0
01-03-2019,28.3,12.6,1,57,0
02-03-2019,28.1,11.9,0,57,0
03-03-2019,29.6,12.2,0,59,0
04-03-2019,30.2,12.6,0,58,0
05-03-2019,29.6,14,0,60,0
06-03-2019,29.2,14.4,0,56,0
07-03-2019,29.6,12.6,0,52,0
08-03-2019,30.4,12.2,0,53,0
09-03-2019,30.9,13.3,0,53,0
10-03-2019,30.5,15.8,0,59,0
11-03-2019,30.1,17.6,0,60,0
12-03-2019,30.4,18.7,0,58,0
13-03-2019,30.6,16.9,13,60,0
14-03-2019,30.2,16.6,11,62,0
15-03-2019,30.3,16.2,11,60,0
16-03-2019,30.4,15.5,1,58,0
17-03-2019,30.3,15.8,4,59,0
18-03-2019,31,13.3,0,54,0
19-03-2019,30.4,15.8,0,54,0
20-03-2019,30.5,17.3,0,55,0
21-03-2019,30.1,19.4,0,57,0
22-03-2019,29.9,17.3,1,61,0
23-03-2019,29.9,16.9,6,64,0
24-03-2019,30.3,15.1,53,61,0
25-03-2019,31,16.2,2,61,0.1
26-03-2019,31.1,16.9,6,63,0
27-03-2019,31.4,15.8,2,61,0
28-03-2019,31.7,15.5,0,57,0
29-03-2019,31.6,17.6,0,57,0
30-03-2019,30.8,18.4,1,60,0
31-03-2019,30.1,17.3,10,60,0
01-04-2019,29.8,17.3,4,57,0
02-04-2019,30.2,16.9,7,61,0
03-04-2019,30.8,18.4,6,62,0
04-04-2019,31.1,18.7,6,61,0
05-04-2019,31.6,16.9,5,62,0.2
06-04-2019,30.9,14,8,67,2.4
07-04-2019,30.5,14.4,5,69,2.4
08-04-2019,31.2,18,6,62,0
09-04-2019,31.5,19.1,10,58,0
10-04-2019,31.9,18.4,1,57,0
11-04-2019,31.6,19.8,0,60,0
12-04-2019,30.5,21.6,14,60,0
13-04-2019,31.3,15.1,15,56,0
14-04-2019,31.3,18,5,57,0
15-04-2019,31.9,16.6,27,61,0.9
16-04-2019,28.8,9.4,30,86,14
17-04-2019,30.9,9,4,68,0.6
18-04-2019,31.2,14.4,42,67,2.5
19-04-2019,33.2,15.5,0,54,0
20-04-2019,34.4,14.4,1,48,0
21-04-2019,34.8,14.8,1,48,0
22-04-2019,35.1,16.9,0,50,0
23-04-2019,35.7,15.8,2,49,0
24-04-2019,36.3,12.6,2,48,0.3
25-04-2019,36.2,13,23,50,0.2
26-04-2019,37.2,11.2,4,34,0
27-04-2019,37.4,19.4,0,17,0
28-04-2019,38,16.6,15,28,0
29-04-2019,37.8,16.9,8,34,0
30-04-2019,36.3,18.4,4,49,0
01-05-2019,34.3,20.9,12,55,0
02-05-2019,34.3,19.8,15,55,0
03-05-2019,34.7,19.1,29,53,0
04-05-2019,34.2,18,25,54,0
05-05-2019,35.2,20.2,15,50,0
06-05-2019,36.6,16.6,13,47,0
07-05-2019,36.2,17.6,4,47,0
08-05-2019,34.1,19.8,34,58,0
09-05-2019,32.6,23,39,61,0
10-05-2019,31.8,16.6,81,60,0
11-05-2019,30.8,13.3,100,67,0
12-05-2019,31.1,15.8,95,63,0
13-05-2019,32.7,19.8,88,57,0
14-05-2019,34.7,16.6,39,53,0
15-05-2019,36,15.1,36,50,0
16-05-2019,36.4,19.1,23,49,0
17-05-2019,38.5,19.4,17,43,0
18-05-2019,39.8,19.8,29,37,0
19-05-2019,38.7,16.6,35,43,0
20-05-2019,36.8,21.2,24,53,0
21-05-2019,35.3,22.3,99,58,0.1
22-05-2019,33.3,18.7,97,74,13.1
23-05-2019,32.2,16.6,60,78,2.4
24-05-2019,32.8,18,26,75,3.6
25-05-2019,33.2,12.2,64,74,5.1
26-05-2019,33.8,12.6,21,65,0
27-05-2019,36.4,13.3,19,51,0
28-05-2019,34.5,21.2,10,61,0
29-05-2019,33.4,18.7,75,60,0
30-05-2019,33.3,18.7,18,59,0
31-05-2019,34.3,16.9,5,53,0
01-06-2019,34.1,14,78,56,0
02-06-2019,34.7,15.1,93,58,0
03-06-2019,35.6,11.9,84,54,0
04-06-2019,35,15.8,59,56,0
05-06-2019,33.3,20.2,80,63,0
06-06-2019,33,18.7,76,63,0
07-06-2019,33,18.7,26,63,0
08-06-2019,33,18,31,64,0
09-06-2019,33.5,18,9,59,0
10-06-2019,34.7,17.6,59,54,0
11-06-2019,36.8,18,63,39,0
12-06-2019,37.5,19.4,34,34,0
13-06-2019,38.5,20.9,55,31,0
14-06-2019,38.2,21.2,56,32,0
15-06-2019,36.8,21.6,56,44,4.9
16-06-2019,37.2,20.5,21,42,0.1
17-06-2019,36.5,23.8,20,48,0.6
18-06-2019,37.2,27,52,45,1.2
19-06-2019,33.8,22,75,61,0.6
20-06-2019,34.2,25.2,45,57,0
21-06-2019,35.6,25.6,53,48,0
22-06-2019,35.4,24.1,80,45,0
23-06-2019,35.5,20.5,70,44,0
24-06-2019,34.3,17.3,94,54,0.4
25-06-2019,29,11.2,99,89,7.7
26-06-2019,29.1,10.8,97,86,10.6
27-06-2019,28.8,7.2,94,88,16.8
28-06-2019,29.2,9.7,84,84,9.7
29-06-2019,29.1,11.9,84,85,7.7
30-06-2019,29.3,11.5,97,82,0.6
01-07-2019,29.7,11.9,96,81,6
02-07-2019,28.5,11.9,98,88,6.7
03-07-2019,29,9.4,86,85,12.6
04-07-2019,28.5,10.1,97,85,3.3
05-07-2019,28.1,10.4,97,88,16.5
06-07-2019,27.1,13,99,86,2
07-07-2019,27.8,12.6,94,88,10.9
08-07-2019,27.9,13,94,91,6.3
09-07-2019,28.1,11.5,99,90,8.6
10-07-2019,27.9,10.1,96,91,11.3
11-07-2019,27.2,6.8,97,92,12.6
12-07-2019,27.5,8.6,88,90,13.2
13-07-2019,27.8,9.4,99,87,9.7
14-07-2019,27.5,11.5,93,89,13
15-07-2019,27.1,12.2,95,91,9.2
16-07-2019,27.2,16.2,94,86,0
17-07-2019,27.5,12.6,98,87,2.9
18-07-2019,27.7,11.5,98,88,6.4
19-07-2019,28.4,10.1,98,85,7.3
20-07-2019,28.5,9.7,96,85,1.2
21-07-2019,27.5,9.7,98,93,14.9
22-07-2019,27,8.6,99,95,6
23-07-2019,27.6,9.7,93,92,21.1
24-07-2019,28,9.4,99,88,4.5
25-07-2019,28.8,11.9,95,80,0.6
26-07-2019,28.1,11.9,94,87,5.3
27-07-2019,26.7,14,99,93,15.8
28-07-2019,26,16.6,96,92,3.1
29-07-2019,26.1,14.8,99,93,20.2
30-07-2019,25.7,11.2,100,92,1.4
31-07-2019,25.8,14.4,91,91,2.2
01-08-2019,26.6,19.4,67,90,8.6
02-08-2019,26,19.1,89,90,0.6
03-08-2019,25.6,16.6,98,92,2.7
04-08-2019,25.7,17.3,97,94,11.8
05-08-2019,25.6,22.3,100,97,188.1
06-08-2019,25.2,33.5,100,95,3.7
07-08-2019,27.5,18.4,97,87,0.8
08-08-2019,27.2,11.2,98,90,10.8
09-08-2019,27.8,9,99,87,4.6
10-08-2019,28,6.1,85,88,12.8
11-08-2019,28,9.7,99,88,8.5
12-08-2019,26.9,8.6,99,94,11.3
13-08-2019,26.6,7.2,95,95,12.1
14-08-2019,26.8,9,85,93,8.4
15-08-2019,27.1,8.3,99,92,9.4
16-08-2019,28,7.2,86,87,2.5
17-08-2019,27.9,6.8,91,91,10.8
18-08-2019,27.4,10.1,96,93,8.9
19-08-2019,27.6,11.5,94,88,0.9
20-08-2019,27.2,9,87,92,8.8
21-08-2019,27.4,9,68,91,7.2
22-08-2019,27.5,8.6,99,90,0.7
23-08-2019,27.5,8.3,99,90,1.5
24-08-2019,27.2,7.9,68,90,2.2
25-08-2019,27.2,7.9,58,90,1.8
26-08-2019,27.4,9,39,89,1
27-08-2019,27.5,9,43,88,0.3
28-08-2019,28.3,6.1,78,87,1.9
29-08-2019,28.1,4,98,90,8.5
30-08-2019,27.3,9.4,48,90,5
31-08-2019,27.1,9,30,88,0.4
01-09-2019,27.5,6.5,34,86,0.2
02-09-2019,28.4,6.5,8,86,3.1
03-09-2019,28.8,9.4,21,84,4.6
04-09-2019,28.8,13.7,44,81,0
05-09-2019,28.5,14,96,85,2.3
06-09-2019,28.1,13.7,99,83,0
07-09-2019,28.1,12.6,75,84,1.3
08-09-2019,28,10.8,90,84,1.5
09-09-2019,28,11.9,79,87,13.2
10-09-2019,27.5,9.7,98,91,18.3
11-09-2019,26.7,4.3,96,94,12.9
12-09-2019,25.7,8.6,99,93,7.7
13-09-2019,26.4,8.3,89,87,0.1
14-09-2019,27.1,11.9,95,85,0.2
15-09-2019,27.6,10.4,99,84,0.6
16-09-2019,28,8.3,100,85,7.5
17-09-2019,28,8.3,96,88,13.3
18-09-2019,28,10.1,79,88,10.3
19-09-2019,28.5,11.2,77,84,12.9
20-09-2019,28,8.6,93,86,10.1
21-09-2019,26.1,16.2,100,95,96.1
22-09-2019,23.5,26.3,96,94,182.6
23-09-2019,27,11.5,23,82,0.1
24-09-2019,27.4,8.3,20,79,0
25-09-2019,28,9.7,72,77,0
26-09-2019,27.9,7.2,59,85,3.4
27-09-2019,27.4,6.8,41,90,5.4
28-09-2019,27.3,8.3,74,90,16
29-09-2019,26.5,12.2,99,92,1
30-09-2019,26.9,10.4,99,92,0.2
01-10-2019,27.5,5.4,94,91,10.2
02-10-2019,27.5,3.6,95,92,16.1
03-10-2019,26.5,3.6,99,94,16.4
04-10-2019,26.5,7.2,97,93,13
05-10-2019,26.5,13.7,86,92,5.6
06-10-2019,26.3,12.6,89,92,1
07-10-2019,27,5.4,95,90,2.3
08-10-2019,28,4.3,88,87,3.3
09-10-2019,27.2,5.4,84,91,12.4
10-10-2019,27.1,7.6,97,92,15.1
11-10-2019,27,7.2,99,93,20.4
12-10-2019,26.8,8.3,95,94,12
13-10-2019,27,5.8,83,92,11.1
14-10-2019,27.2,5,65,91,8
15-10-2019,27,7.9,58,92,7.6
16-10-2019,27,9,70,91,6
17-10-2019,26.8,7.2,94,92,7.7
18-10-2019,26.7,4.3,93,91,7.5
19-10-2019,27,3.2,84,91,6.8
20-10-2019,26.8,4,88,92,8.6
21-10-2019,26.7,7.9,80,92,11.8
22-10-2019,26.6,9,66,90,1.9
23-10-2019,26.9,8.6,59,89,2.7
24-10-2019,26.7,8.6,25,89,7.4
25-10-2019,26.8,8.3,74,85,1.6
26-10-2019,26.2,11.5,86,90,8.9
27-10-2019,26.5,9.7,86,90,1.7
28-10-2019,27.2,6.8,47,85,3.6
29-10-2019,27.4,6.5,64,87,9.2
30-10-2019,26.8,4.3,76,92,19.1
31-10-2019,26,9,98,95,16
01-11-2019,26,13,99,94,3.7
02-11-2019,25.9,12.6,95,94,3
03-11-2019,26,11.2,71,93,1.3
04-11-2019,26.6,9,15,88,1.3
05-11-2019,26.8,5.8,27,85,0
06-11-2019,26.7,4.7,4,87,2
07-11-2019,26.5,6.8,3,89,2.1
08-11-2019,26,9.7,31,90,5.6
09-11-2019,26.2,9.7,22,88,3.7
10-11-2019,25.7,11.5,30,87,0.5
11-11-2019,25.3,11.2,38,85,0
12-11-2019,25.5,9,6,81,0
13-11-2019,25.8,7.9,24,79,0
14-11-2019,26.1,5.8,24,79,0
15-11-2019,26.5,5,46,83,0.2
16-11-2019,26.1,4.7,33,87,0.2
17-11-2019,25.5,7.9,24,83,0
18-11-2019,25,9,51,83,0
19-11-2019,25.2,6.1,30,84,0
20-11-2019,24.8,6.8,12,84,0
21-11-2019,24.2,8.3,16,77,0
22-11-2019,25.1,11.2,60,79,0.2
23-11-2019,25.2,13.3,73,87,3.9
24-11-2019,24.9,11.2,18,85,0
25-11-2019,24,10.1,15,82,0
26-11-2019,23.9,9.4,79,77,0
27-11-2019,23.9,8.3,62,76,0
28-11-2019,24.1,7.2,96,72,0
29-11-2019,24.5,7.6,93,73,0
30-11-2019,24.4,9.4,56,73,0
01-12-2019,24.4,13.7,70,78,0
02-12-2019,24.3,16.2,91,81,0
03-12-2019,24.5,16.9,42,77,0
04-12-2019,23.7,12.2,33,76,0
05-12-2019,24.7,12.6,6,74,0
06-12-2019,25.4,11.5,9,74,0
07-12-2019,24.6,10.4,27,79,0.1
08-12-2019,24.6,13,9,72,0
09-12-2019,25,11.5,13,71,0
10-12-2019,24.9,7.6,0,67,0
11-12-2019,25.8,6.1,9,64,0
12-12-2019,25.4,8.3,17,71,0.4
13-12-2019,25.2,13,13,70,0.3
14-12-2019,25.7,12.6,14,67,0
15-12-2019,25.5,10.4,22,66,0.1
16-12-2019,25.2,10.1,13,63,0.1
17-12-2019,24.5,12.2,19,58,0
18-12-2019,24.1,10.8,15,55,0
19-12-2019,24,9.7,19,56,0
20-12-2019,24.1,10.8,2,53,0
21-12-2019,24.2,11.5,0,59,0
22-12-2019,24,11.2,0,61,0
23-12-2019,24,9.7,0,64,0
24-12-2019,24,8.6,4,63,0
25-12-2019,23.8,10.4,38,65,0
26-12-2019,24,12.2,56,64,0
27-12-2019,24.1,12.6,12,66,0
28-12-2019,24.5,13,32,70,0.1
29-12-2019,24.4,10.8,87,66,0
30-12-2019,24,11.2,14,67,0
31-12-2019,23.5,11.9,13,68,0
01-01-2020,24,10.4,7,64,0
02-01-2020,23.9,10.1,1,62,0
03-01-2020,23.6,12.2,1,61,0
04-01-2020,24.2,12.6,6,63,0
05-01-2020,24.8,10.1,3,63,0
06-01-2020,25,7.9,0,63,0
07-01-2020,25.2,6.8,0,61,0
08-01-2020,25.4,7.2,5,63,0
09-01-2020,25.8,6.5,0,64,0
10-01-2020,26.3,7.2,0,59,0
11-01-2020,26.9,6.5,1,58,0
12-01-2020,26.2,10.8,12,68,0.1
13-01-2020,26,8.3,8,66,0
14-01-2020,26,7.2,2,63,0
15-01-2020,25.2,10.1,0,60,0
16-01-2020,24.9,10.1,0,55,0
17-01-2020,25,5.4,0,53,0
18-01-2020,25.4,4.7,0,48,0
19-01-2020,25.2,6.8,0,48,0
20-01-2020,25.5,8.6,0,32,0
21-01-2020,25.6,8.3,0,34,0
22-01-2020,25.5,8.3,0,57,0
23-01-2020,24.6,8.6,11,63,0
24-01-2020,24.5,10.8,3,63,0
25-01-2020,25.5,16.6,8,61,0.2
26-01-2020,23.5,10.8,22,85,7.2
27-01-2020,23.7,8.6,5,85,2.4
28-01-2020,24.8,9.4,7,71,0.6
29-01-2020,25.2,9.7,5,69,1.6
30-01-2020,25,11.5,29,69,0.5
31-01-2020,25.6,9,32,60,0
01-02-2020,25.7,14.4,9,60,0
02-02-2020,25.8,14,21,57,0
03-02-2020,26.2,7.6,17,59,0.1
04-02-2020,25.7,13.3,12,68,0.3
05-02-2020,25.9,14.4,11,69,0.1
06-02-2020,25.7,14.8,8,64,0
07-02-2020,26,13,0,60,0
08-02-2020,26.4,13,0,61,0
09-02-2020,26.7,12.2,4,59,0
10-02-2020,27.4,10.1,3,60,0
11-02-2020,26.8,9,0,53,0
12-02-2020,27.4,5.8,0,45,0
13-02-2020,28,6.1,0,47,0
14-02-2020,27.8,9,0,49,0
15-02-2020,27.8,7.6,0,47,0
16-02-2020,29,6.8,0,40,0
17-02-2020,28.9,10.1,0,41,0
18-02-2020,28.2,13.3,0,49,0
19-02-2020,28.4,14.8,0,50,0
20-02-2020,28.2,18.7,26,60,0
21-02-2020,27.8,21.2,21,66,0
22-02-2020,28.1,20.5,12,63,0
23-02-2020,27.4,15.5,31,67,0
24-02-2020,28.6,15.5,6,64,0
25-02-2020,28.5,14.8,9,66,0
26-02-2020,28.3,15.8,17,64,0
27-02-2020,28.3,13.7,50,62,0
28-02-2020,28.4,13,72,60,0
29-02-2020,28.5,8.3,94,56,0
01-03-2020,28.3,10.8,88,56,0
02-03-2020,28.9,13,90,55,0
03-03-2020,28.6,13.3,6,58,0
04-03-2020,29.1,13,11,66,0.4
05-03-2020,29.5,11.2,58,66,0.2
06-03-2020,30,15.1,46,62,0.1
07-03-2020,29.6,14.4,72,63,0.1
08-03-2020,29.6,14,54,63,0.1
09-03-2020,29.4,14.8,79,59,0
10-03-2020,29.1,12.6,69,57,0
11-03-2020,29.9,10.4,76,52,0
12-03-2020,30.9,12.2,30,48,0
13-03-2020,30.6,14,45,52,0
14-03-2020,30.9,13.3,63,54,0
15-03-2020,31.1,11.9,98,53,0
16-03-2020,32,11.2,82,49,0.8
17-03-2020,32.2,8.3,87,48,0.1
18-03-2020,33,8.6,94,44,0
19-03-2020,33,11.9,67,43,0
20-03-2020,32.5,15.1,72,51,0
21-03-2020,32.3,15.1,40,57,0
22-03-2020,32.1,15.8,2,59,0
23-03-2020,31.2,18.4,10,62,0
24-03-2020,31.6,17.6,8,59,0
25-03-2020,32.2,18.7,5,58,0.1
26-03-2020,32,19.8,5,59,0.1
27-03-2020,32.2,16.6,5,56,0
28-03-2020,31.5,18.4,1,58,0.2
29-03-2020,31.4,18.4,5,58,0
30-03-2020,31.4,16.9,17,61,0
31-03-2020,31.3,15.5,63,61,0.5
01-04-2020,31.9,13.7,18,60,0.5
02-04-2020,31.5,14,16,62,1.5
03-04-2020,32,16.9,6,58,0
04-04-2020,32,17.3,63,61,0
05-04-2020,32,16.9,88,61,0
06-04-2020,32.3,16.2,52,57,0
07-04-2020,32.8,16.9,26,57,0
08-04-2020,32.8,16.9,24,59,1.3
09-04-2020,33.3,15.8,1,54,0.1
10-04-2020,33.8,14,0,50,0
11-04-2020,33.7,14.4,0,52,0
12-04-2020,32.4,19.4,0,56,0
13-04-2020,31.7,17.6,0,54,0
14-04-2020,31.9,18,2,56,0
15-04-2020,31.9,17.3,89,57,0.1
16-04-2020,31.9,18.4,58,59,0
17-04-2020,31.6,18,20,60,0
18-04-2020,32,15.1,51,57,0
19-04-2020,32.9,14.4,49,59,0
20-04-2020,33,15.1,7,60,0
21-04-2020,32.8,17.6,5,60,0
22-04-2020,32.8,18.4,12,60,0
23-04-2020,32.8,18.7,73,60,0
24-04-2020,32.5,16.9,95,59,0.6
25-04-2020,34.3,16.2,41,54,0
26-04-2020,36,15.5,1,48,0
27-04-2020,36.3,15.1,0,49,0
28-04-2020,36.5,14.8,0,49,0
29-04-2020,35.5,17.6,0,55,0
30-04-2020,33.5,20.5,7,63,0
01-05-2020,32.5,19.1,22,60,0
02-05-2020,32.1,18.4,44,62,0
03-05-2020,33.5,17.6,34,55,0
04-05-2020,34.3,18.4,29,57,0
05-05-2020,33.2,16.6,56,59,0
06-05-2020,33,18.4,39,59,0
07-05-2020,33,17.6,29,59,0
08-05-2020,34.9,16.2,28,50,0
09-05-2020,38.2,13.3,23,40,0
10-05-2020,37.7,13.3,2,41,0
11-05-2020,35.7,17.3,0,54,0
12-05-2020,36.5,13.7,17,49,0
13-05-2020,38.5,18.4,0,35,0
14-05-2020,39.7,19.4,5,26,0
15-05-2020,41.3,20.5,27,16,0.1
16-05-2020,41.2,18.4,5,15,0
17-05-2020,41.5,19.8,10,15,0
18-05-2020,41,16.6,14,17,0
19-05-2020,39.2,16.6,11,35,0
20-05-2020,39,15.1,89,33,0
21-05-2020,36.8,16.6,93,43,2.8
22-05-2020,35.1,14,99,48,0.7
23-05-2020,38.5,16.9,84,34,1.1
24-05-2020,38.5,20.5,52,30,0
25-05-2020,39.2,16.6,69,30,0
26-05-2020,39.2,14,61,30,0
27-05-2020,38.3,13.7,66,40,1.3
28-05-2020,30.3,16.6,60,73,7.5
29-05-2020,31,13.7,63,64,0.5
30-05-2020,35.8,16.6,35,48,0
31-05-2020,36.8,17.6,33,36,0
01-06-2020,36.5,20.2,69,38,0
02-06-2020,37.3,17.3,86,29,0
03-06-2020,37.6,16.9,11,31,0
04-06-2020,36.8,13,46,46,0
05-06-2020,36.8,15.5,63,45,0
06-06-2020,38.5,20.5,35,35,0
07-06-2020,39.2,24.8,24,32,0
08-06-2020,38.3,24.1,49,30,0
09-06-2020,39.8,22,63,23,0
10-06-2020,39.2,20.5,76,25,0
11-06-2020,36.2,17.3,77,38,0.6
12-06-2020,36.5,22.3,85,45,0.7
13-06-2020,38.2,20.5,79,36,0
14-06-2020,34.8,24.1,95,49,3.6
15-06-2020,31.4,22.7,75,64,2
16-06-2020,34.2,22.7,74,53,6.9
17-06-2020,29.5,17.6,91,76,15.4
18-06-2020,31.1,15.1,80,67,0
19-06-2020,31.6,22.7,99,62,0
20-06-2020,33.4,29.9,95,51,0
21-06-2020,33.8,24.1,58,46,0
22-06-2020,31.9,17.6,89,58,2.1
23-06-2020,31.4,19.8,32,54,0
24-06-2020,33,24.5,13,46,0
25-06-2020,33.6,27.4,80,43,0
26-06-2020,33.5,29.5,72,46,2.8
27-06-2020,27.8,20.2,95,78,12.9
28-06-2020,25,28.1,100,93,46.6
29-06-2020,24.1,30.6,100,94,81.8
30-06-2020,26.5,18.7,96,83,0.7
01-07-2020,27.6,13.7,36,81,0
02-07-2020,27.9,12.6,61,81,0
03-07-2020,27.8,15.1,99,83,0
04-07-2020,27.6,14,99,88,17.4
05-07-2020,27,8.3,94,93,13.8
06-07-2020,26.3,14.8,82,89,4.7
07-07-2020,26.2,15.1,75,86,0.7
08-07-2020,26.6,14.8,47,87,2.5
09-07-2020,26.6,15.1,92,86,0
10-07-2020,26.5,17.6,67,88,4.4
11-07-2020,25.4,22,87,90,4
12-07-2020,26.5,23.4,94,88,1.8
13-07-2020,26.5,24.5,95,87,1
14-07-2020,26.4,22,92,87,2.4
15-07-2020,26.6,19.1,78,87,3.4
16-07-2020,26.8,17.3,52,86,3.7
17-07-2020,27,16.6,71,86,4.4
18-07-2020,27.2,19.1,95,85,2.1
19-07-2020,26.6,19.4,84,85,0
20-07-2020,26.7,19.8,71,87,7.5
21-07-2020,26.2,20.5,83,89,3.8
22-07-2020,26,25.9,90,87,16.9
23-07-2020,24,27.7,100,96,134.9
24-07-2020,24.4,29.9,100,95,35.8
25-07-2020,23.9,30.2,100,95,20.7
26-07-2020,26.2,24.8,96,85,1.5
27-07-2020,26.4,22.7,52,84,1.8
28-07-2020,26.6,19.4,32,85,1.8
29-07-2020,25.8,16.2,77,89,0.9
30-07-2020,27,18,56,86,1.7
31-07-2020,27,17.6,64,87,4.6
01-08-2020,27.2,16.9,83,86,13
02-08-2020,26.9,18.4,77,87,6.3
03-08-2020,27,19.8,92,85,8
04-08-2020,26.8,19.4,97,84,7.2
05-08-2020,27,21.6,86,80,0.1
06-08-2020,26.6,22.7,79,83,3
07-08-2020,25.9,20.5,93,89,6.4
08-08-2020,27.1,23.4,92,84,1.1
09-08-2020,26,22,99,87,2.8
10-08-2020,27,20.5,51,80,0.2
11-08-2020,27.3,18.4,25,79,0.8
12-08-2020,27.5,17.3,42,78,0
13-08-2020,27.5,19.4,80,78,0
14-08-2020,26.2,21.6,96,83,2
15-08-2020,24.6,21.6,100,91,7.4
16-08-2020,26.1,22,100,84,0.4
17-08-2020,26.5,23.4,97,84,0.9
18-08-2020,25.5,25.2,100,87,2.8
19-08-2020,26.9,23.8,88,78,0.1
20-08-2020,27.3,20.2,67,77,0.1
21-08-2020,27.2,16.2,86,79,0.7
22-08-2020,25.6,13.3,97,88,7.8
23-08-2020,24.6,20.9,99,92,11.1
24-08-2020,24.4,27.7,100,95,60.8
25-08-2020,24,22,100,97,344.3
26-08-2020,24.8,28.1,90,93,95.4
27-08-2020,26.4,14.4,86,88,4.1
28-08-2020,27.3,10.4,81,88,7.4
29-08-2020,27.5,9.4,94,89,12.4
30-08-2020,27.1,11.9,95,87,2
31-08-2020,26.9,13,99,88,3.7
01-09-2020,26.4,8.3,100,93,19.8
02-09-2020,25.9,10.8,98,93,1.2
03-09-2020,26.2,10.1,90,90,5.8
04-09-2020,26.5,11.5,78,87,0.7
05-09-2020,26,9.7,45,84,0.1
06-09-2020,26.5,6.8,69,86,2.1
07-09-2020,27.1,9.7,57,84,1.9
08-09-2020,27,11.9,66,88,4.5
09-09-2020,27.3,10.4,73,86,6.7
10-09-2020,27,6.1,93,89,10.1
11-09-2020,26.3,4.3,92,92,13.3
12-09-2020,27.1,8.6,79,86,5.8
13-09-2020,27,12.2,94,89,8.7
14-09-2020,26.7,13,94,92,13.9
15-09-2020,27,8.6,100,93,16.7
16-09-2020,27,5,99,93,12.6
17-09-2020,27,10.4,87,93,4
18-09-2020,26.6,10.4,62,94,8.5
19-09-2020,27,9,52,91,5.7
20-09-2020,27.3,5,51,92,9.3
21-09-2020,27.3,4,73,93,21.5
22-09-2020,26.9,7.6,93,94,20.3
23-09-2020,26.6,10.1,89,94,8.9
24-09-2020,26.6,10.1,72,93,1.9
25-09-2020,26.9,10.4,84,90,8.3
26-09-2020,26,11.5,97,92,9.1
27-09-2020,26.1,13.7,98,94,8.4
28-09-2020,26.3,10.1,95,93,7.3
29-09-2020,26.1,8.3,96,94,11
30-09-2020,26.6,9,98,92,10.9
01-10-2020,26.6,7.9,98,92,5.6
02-10-2020,27.2,5.8,33,89,3.2
03-10-2020,27.5,6.1,6,87,2
04-10-2020,27.3,7.2,7,87,1.8
05-10-2020,27.6,6.8,37,85,0.9
06-10-2020,27.8,5,59,85,4.3
07-10-2020,27.4,8.6,84,88,5.1
08-10-2020,26.4,13.3,97,91,3.2
09-10-2020,26.8,16.2,96,87,3
10-10-2020,26,14,98,89,1.9
11-10-2020,26,15.1,86,91,0.2
12-10-2020,26.5,11.2,91,91,4.7
13-10-2020,26.5,10.1,83,92,3.6
14-10-2020,26.9,9.4,20,89,3.6
15-10-2020,27.4,5,24,84,1.2
