datetime,temperature_celsius,wind_kph,cloud,humidity,precip_mm
02-04-2024,31.2,18,9,66,0.9
03-04-2024,31.1,11.9,2,68,1
04-04-2024,31.9,12.2,1,61,0.1
05-04-2024,31.1,15.1,8,62,0
06-04-2024,31.6,16.9,12,55,0
07-04-2024,32.3,14.4,18,42,0
08-04-2024,31.9,16.2,38,50,0
09-04-2024,31.5,15.8,36,54,0
10-04-2024,31.6,15.5,1,56,0.1
11-04-2024,31.5,15.5,0,53,0
12-04-2024,31.5,16.2,0,52,0
13-04-2024,31.6,19.8,15,57,0
14-04-2024,32,21.2,74,60,0
15-04-2024,31.8,19.1,28,63,0
16-04-2024,31.8,16.9,17,62,0
17-04-2024,31.7,15.5,2,63,0
18-04-2024,32,15.8,6,63,0.1
19-04-2024,32.3,17.6,5,62,0
20-04-2024,32,16.6,12,59,0
21-04-2024,32.4,15.8,17,58,0
22-04-2024,30.6,12.6,65,70,2.3
23-04-2024,32.8,13,74,59,0
24-04-2024,33.8,15.8,7,57,0.1
25-04-2024,34.4,16.9,34,52,0
26-04-2024,34.3,18.4,29,52,0
27-04-2024,34.8,20.5,69,56,0.1
28-04-2024,36.2,19.1,59,53,0
29-04-2024,34.3,20.9,36,62,33.4
30-04-2024,31.6,16.9,29,75,3.4
01-05-2024,32,15.5,46,71,0
02-05-2024,32.2,15.5,18,70,0.7
03-05-2024,34.4,12.6,10,57,0
04-05-2024,36.2,10.1,13,45,0
05-05-2024,37.3,10.4,19,37,0
06-05-2024,37.3,9,3,33,0
07-05-2024,37.2,9,0,27,0
08-05-2024,37,9,6,29,0
09-05-2024,35.7,15.5,37,50,0
10-05-2024,33.9,19.1,30,61,0.1
11-05-2024,31.5,15.8,36,74,5.5
12-05-2024,33.4,13.3,14,61,0
13-05-2024,34.7,11.2,44,57,0
14-05-2024,36.5,13.3,35,52,0
15-05-2024,39,13,67,36,0
16-05-2024,39.7,18.7,78,31,0
17-05-2024,38.8,11.2,56,40,0
18-05-2024,40.6,18,13,14,0
19-05-2024,40.9,17.3,58,11,0
20-05-2024,40.1,15.1,58,22,0
21-05-2024,39.5,13.7,22,31,0
22-05-2024,39.8,13.3,39,32,0
23-05-2024,39.7,11.9,42,34,0
24-05-2024,39.3,11.5,27,37,0
25-05-2024,39,11.9,1,39,0
26-05-2024,38.5,13.3,13,42,0
27-05-2024,39.3,13.3,78,38,0
28-05-2024,42.3,20.5,76,18,0
29-05-2024,41,24.1,28,29,0
30-05-2024,38.4,18,41,44,3.6
31-05-2024,34.1,15.1,80,66,10.1
01-06-2024,31,10.4,96,82,13.6
02-06-2024,31.6,28.4,98,66,0.9
03-06-2024,31,21.6,97,73,16.7
04-06-2024,29.1,14.4,99,83,9.1
05-06-2024,28.8,12.6,93,73,0
06-06-2024,30.1,14.4,93,61,0
07-06-2024,30,16.6,65,70,2.1
08-06-2024,30,11.2,83,72,3.4
09-06-2024,30.3,13,70,70,1.7
10-06-2024,30.2,14.4,93,71,5.8
11-06-2024,30.2,20.5,97,64,0.5
12-06-2024,32.5,21.6,95,56,0
13-06-2024,32.5,22.7,94,58,0.5
14-06-2024,31.9,25.2,99,54,0
15-06-2024,32.7,17.3,97,54,0.1
16-06-2024,31.4,12.6,92,70,9.1
17-06-2024,30.3,10.1,98,78,6.1
18-06-2024,30.1,8.6,91,81,9.3
19-06-2024,30,10.8,97,79,8.8
20-06-2024,30.2,9.7,96,79,2.3
21-06-2024,30.5,11.2,99,72,0.9
22-06-2024,31.7,12.6,93,62,0.2
23-06-2024,31.1,10.8,97,67,2.5
24-06-2024,30.5,14.8,99,72,6.6
25-06-2024,29.4,15.8,97,81,10.2
26-06-2024,28.4,13,99,87,13.9
27-06-2024,28.3,10.1,96,86,5.8
28-06-2024,29,10.8,97,81,5.1
29-06-2024,29,11.2,94,80,1.2
30-06-2024,29,10.4,100,79,0.4
01-07-2024,29,8.3,99,80,7.5
02-07-2024,28,5.8,98,92,15.4
03-07-2024,28.5,7.2,98,90,5.9
04-07-2024,28.8,9.4,92,90,12.5
05-07-2024,29.1,12.6,97,84,5.8
06-07-2024,28.4,10.8,98,88,10.2
07-07-2024,28.1,10.4,89,89,10.1
08-07-2024,27.5,10.8,56,91,8.6
09-07-2024,27.7,12.2,39,88,6.4
10-07-2024,27.9,13.3,73,86,10.7
11-07-2024,28,15.8,86,86,3.5
12-07-2024,27.3,17.6,96,91,21.8
13-07-2024,26.4,19.8,99,95,66
14-07-2024,25.4,20.9,99,90,33
15-07-2024,27.5,19.4,79,84,6.5
16-07-2024,28.6,11.9,77,83,14.4
17-07-2024,28.6,10.4,97,84,17.8
18-07-2024,26.2,15.8,100,91,7.2
19-07-2024,26,23,100,89,11.1
20-07-2024,27.5,17.6,99,83,0.7
21-07-2024,28.5,13.3,30,80,3.8
22-07-2024,29.1,11.5,42,81,8.8
23-07-2024,29.4,10.8,86,80,9.5
24-07-2024,29,10.8,84,81,3.2
25-07-2024,28.8,12.6,58,83,8
26-07-2024,27.5,12.6,96,89,9
27-07-2024,26.5,13.7,96,93,7.6
28-07-2024,26.5,15.5,95,95,125.1
29-07-2024,26.6,15.8,97,91,36.8
30-07-2024,26.9,13.7,92,87,0.2
31-07-2024,27.8,10.8,44,86,2.7
01-08-2024,28.4,14.4,94,83,1.2
02-08-2024,27.4,13.7,91,89,25.4
03-08-2024,26.7,6.8,79,95,19.4
04-08-2024,26.9,8.6,84,95,7.3
05-08-2024,27.4,7.6,73,91,4.8
06-08-2024,27.9,7.6,63,90,7.9
07-08-2024,27.6,13,87,91,9.7
08-08-2024,27.2,13.3,99,92,9.5
09-08-2024,27.3,10.4,87,92,16.4
10-08-2024,27.6,10.4,86,88,9.1
11-08-2024,27.2,14,98,90,10.9
12-08-2024,27.6,12.2,76,90,19.7
13-08-2024,27.5,7.9,86,91,16.1
14-08-2024,27.5,8.3,85,92,9.4
15-08-2024,27.9,11.2,65,91,10.2
16-08-2024,27.9,14.4,98,90,11.4
17-08-2024,26.7,21.2,99,88,29.3
18-08-2024,26.4,22.7,100,92,102.1
19-08-2024,26.8,21.2,99,91,5.7
20-08-2024,26.4,23.4,99,91,51.9
21-08-2024,24.9,23,90,97,64.9
22-08-2024,26.7,11.9,47,85,0
23-08-2024,28.2,8.6,76,80,1.7
24-08-2024,27.8,10.8,96,83,0.9
25-08-2024,27.5,10.1,73,85,2.6
26-08-2024,27.5,15.1,89,85,2
27-08-2024,27.5,16.9,91,85,0
28-08-2024,26.7,17.3,99,89,2.1
29-08-2024,25.2,18,100,93,33.8
30-08-2024,24.6,15.1,100,96,62.8
31-08-2024,26.1,17.3,99,88,1.2
01-09-2024,26.5,15.8,95,89,7.1
02-09-2024,28,11.9,91,82,0.5
03-09-2024,28,12.2,51,85,6.4
04-09-2024,28.4,17.3,71,83,0.2
05-09-2024,27,19.4,100,89,12.7
06-09-2024,25.7,27.4,100,94,75.7
07-09-2024,25.1,15.5,100,97,52.7
08-09-2024,24.6,15.1,91,93,61.7
09-09-2024,27.4,13.7,80,81,0
10-09-2024,27.5,15.5,80,84,3.8
11-09-2024,26.7,16.6,98,90,9.4
12-09-2024,25.5,20.5,99,93,23.1
13-09-2024,26.2,19.4,99,91,9.9
14-09-2024,27.2,18,89,85,2.1
15-09-2024,28,13.7,94,83,0.3
16-09-2024,27.9,11.5,94,88,11.4
17-09-2024,27.1,10.4,98,93,19.9
18-09-2024,26.9,9,86,94,16.3
19-09-2024,27.1,12.6,61,92,3
20-09-2024,28,7.9,18,90,6.5
21-09-2024,28.1,3.6,51,90,10
22-09-2024,28.5,4.3,52,89,8.4
23-09-2024,28.2,6.1,37,89,6.5
24-09-2024,27.6,7.6,71,92,9
25-09-2024,27.5,5,98,91,6.1
26-09-2024,27.7,5,69,92,14.2
27-09-2024,27.7,7.6,94,92,11.2
28-09-2024,27.5,7.9,98,93,7.6
29-09-2024,27.6,6.1,99,92,6.4
30-09-2024,27.2,5.4,99,93,12.5
01-10-2024,27,5.8,100,92,13.2
02-10-2024,26.9,6.1,99,94,21.5
03-10-2024,27,9.7,90,92,14.9
04-10-2024,27.1,9,99,91,12.3
05-10-2024,25.5,50,100,89,133.5
06-10-2024,26.4,32,76,91,31.5
07-10-2024,27.5,10.8,64,92,20.3
08-10-2024,27,5.8,95,92,14.6
09-10-2024,27.4,5.8,97,92,8.9
10-10-2024,27.1,4.7,86,92,8.3
11-10-2024,27.1,5,61,92,13.5
12-10-2024,27.4,5,45,90,7.4
13-10-2024,28,6.1,36,85,2.8
14-10-2024,27.1,4.7,94,90,15.7
15-10-2024,26.9,8.3,99,93,9.6
16-10-2024,26.8,10.4,64,93,8.2
17-10-2024,27,10.1,35,88,0.1
18-10-2024,27.1,9,25,89,2.8
19-10-2024,27,9.4,35,88,0.4
20-10-2024,27.2,9.7,49,86,0.2
21-10-2024,27.4,8.6,15,87,0.6
22-10-2024,27.7,7.2,14,86,0.2
23-10-2024,27.9,5.4,24,84,0.7
24-10-2024,27.2,8.6,15,84,0
25-10-2024,26.5,11.9,91,91,6.7
26-10-2024,26.5,9,89,92,2.7
27-10-2024,26.6,5.8,34,89,0.3
28-10-2024,26.7,6.1,5,88,1
29-10-2024,26.5,7.9,7,89,1.3
30-10-2024,26.7,7.9,22,88,3.4
31-10-2024,26.5,5.4,12,90,4.2
01-11-2024,26.5,7.9,15,85,1.3
02-11-2024,25.1,12.2,3,74,0
03-11-2024,25.3,8.6,12,77,0.5
04-11-2024,25.6,9.7,43,84,0.1
05-11-2024,26.4,9.7,27,82,0
06-11-2024,26.5,7.9,27,81,0.2
07-11-2024,24.9,11.9,40,79,0
08-11-2024,23.8,11.9,57,79,0
09-11-2024,23.1,13.7,64,74,0
10-11-2024,24.2,12.2,77,71,0
11-11-2024,24.5,9,81,76,0
12-11-2024,25.4,10.1,79,67,0
13-11-2024,23.2,9.4,98,77,2.1
14-11-2024,24.5,9.4,87,79,0
15-11-2024,24.6,13.7,0,71,0
16-11-2024,24.6,14.8,0,61,0
17-11-2024,24.2,8.6,0,59,0
18-11-2024,25,9.7,12,69,0
19-11-2024,24.6,12.2,28,61,0
20-11-2024,24.8,13.3,47,60,0
21-11-2024,25,12.2,65,56,0
22-11-2024,24.9,11.9,52,55,0
23-11-2024,24.5,10.1,84,57,0
24-11-2024,25,11.5,57,63,0
25-11-2024,24.5,12.2,66,62,0
26-11-2024,24.3,10.8,92,80,19.9
27-11-2024,22.6,12.2,75,93,6.7
28-11-2024,24.5,14.8,77,85,0.8
29-11-2024,24.2,12.6,25,79,0
30-11-2024,24.2,9,3,73,0
01-12-2024,23.5,9.4,45,69,0
02-12-2024,24.3,10.4,64,71,0
03-12-2024,24.5,10.1,45,79,0
04-12-2024,24.5,8.6,38,76,0
05-12-2024,24.6,8.6,8,76,0
06-12-2024,24.7,9.7,14,74,0
07-12-2024,25.1,9.7,58,72,0
08-12-2024,25,8.6,52,70,0
09-12-2024,24.6,9,45,70,0
10-12-2024,25.2,7.9,97,69,0
11-12-2024,25.5,10.1,6,70,0
12-12-2024,25.5,11.2,15,72,0.4
13-12-2024,25,8.6,6,59,0
14-12-2024,23.6,9,3,41,0
15-12-2024,23,9.4,12,38,0
16-12-2024,23.6,12.2,93,41,0
17-12-2024,24,12.6,41,52,0
18-12-2024,24.4,10.4,89,53,0
19-12-2024,25.5,11.2,52,60,0
20-12-2024,24.6,12.6,64,56,0
21-12-2024,24.2,14.8,22,56,0
22-12-2024,24.1,12.2,13,49,0
23-12-2024,24.4,10.8,48,49,0
24-12-2024,24.2,11.9,8,47,0
25-12-2024,23.8,11.9,0,39,0
26-12-2024,23.1,10.8,13,37,0
27-12-2024,23.3,11.5,7,41,0
28-12-2024,24.2,10.1,0,58,0
29-12-2024,25.3,9,3,59,0.1
30-12-2024,26,10.1,21,68,0.1
31-12-2024,25.6,11.2,29,66,0.1
01-01-2025,25.4,11.5,37,63,0
02-01-2025,25.4,9.7,9,58,0.1
03-01-2025,25,9.7,4,55,0
04-01-2025,24.2,9.4,0,48,0
05-01-2025,23.8,9.4,50,44,0
06-01-2025,23.9,10.1,73,40,0
07-01-2025,24,9,9,42,0
08-01-2025,23.9,7.9,40,45,0
09-01-2025,24.5,6.5,10,58,0
10-01-2025,24.8,9,28,64,0
11-01-2025,24.6,10.4,88,65,0
12-01-2025,24.8,10.1,80,68,0
13-01-2025,25.2,10.4,37,64,0
14-01-2025,26.2,7.2,54,56,0
15-01-2025,25.8,6.8,5,40,0
16-01-2025,25.6,6.5,10,57,0
17-01-2025,25.9,6.8,8,62,0
18-01-2025,26,5.4,5,57,0
19-01-2025,26.1,7.9,3,53,0
20-01-2025,25.5,8.6,20,66,0
21-01-2025,25.6,8.6,37,65,0
22-01-2025,25.9,9,44,63,0
23-01-2025,25.8,9.4,6,60,0
24-01-2025,25.6,8.6,19,57,0
25-01-2025,25.3,10.4,0,58,0
26-01-2025,25.3,8.6,4,61,0
27-01-2025,26,8.6,23,57,0
28-01-2025,27.4,6.1,7,51,0
29-01-2025,28,6.5,3,45,0
30-01-2025,27.9,8.6,2,41,0
31-01-2025,27.1,12.6,0,50,0
01-02-2025,27,9,0,52,0
02-02-2025,27,6.8,0,39,0
03-02-2025,26.6,10.8,7,63,0
04-02-2025,25.9,11.9,28,71,0.1
05-02-2025,25.9,14,14,65,0
06-02-2025,25.6,11.9,11,65,0
07-02-2025,25.9,13,7,65,0
08-02-2025,26,14.4,8,63,0
09-02-2025,26.6,15.8,7,63,0
10-02-2025,27.2,13.3,24,64,0
11-02-2025,27.6,10.8,34,65,0
12-02-2025,27.8,12.6,18,66,0
13-02-2025,27.6,12.2,43,68,0
14-02-2025,28.1,11.5,91,61,0
15-02-2025,29.8,10.8,27,46,0
16-02-2025,29.6,12.6,0,46,0
17-02-2025,28.7,13.7,12,60,0
18-02-2025,28.3,13.3,4,65,0.00
19-02-2025,28.8,11.9,15,65,0.00
20-02-2025,29.0,13.3,15,64,0.00
21-02-2025,28.9,16.2,14,62,0.00
22-02-2025,28.8,15.8,12,63,0.00
23-02-2025,28.2,16.2,11,66,0.00
24-02-2025,28.5,13.3,17,62,0.00
25-02-2025,29.2,12.6,22,57,0.00
26-02-2025,29.0,14.8,2,59,0.00
27-02-2025,28.5,17.3,8,62,1.80
28-02-2025,25.4,14.4,37,87,5.90
01-03-2025,26.6,8.3,8,78,2.00
02-03-2025,29.2,7.2,4,61,0.00
03-03-2025,29.1,11.5,4,65,0.50
04-03-2025,30.2,14.4,1,62,0.10
05-03-2025,30.1,17.6,9,66,0.00
06-03-2025,29.2,16.9,16,62,0.00
07-03-2025,28.4,18.4,17,61,0.00
08-03-2025,28.8,19.1,13,63,0.20
09-03-2025,28.0,12.2,15,73,2.00
10-03-2025,29.6,12.2,20,65,0.50
11-03-2025,30.0,13.0,14,61,0.70
12-03-2025,30.5,16.2,17,60,0.00
13-03-2025,30.7,15.1,15,60,0.20
14-03-2025,30.4,12.6,6,65,1.50
15-03-2025,31.3,11.5,6,58,0.20
16-03-2025,31.6,10.8,1,53,0.00
